Country,Year,Cause,Sex,Total Deaths,Under 1 Yr Old,Age 1 Through 4,Age 5 Through 19,Age 20 Through 24,Age 25 Through 34,Age 35 Through 44,Age 45 Through 64,Age 65 Through 79,Age 80 and Above,Unspecified Age,Pop1,name
5150,2000,C178,1,0.0005282201621635898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.86419459630774,,0.0,1893150.0,New Zealand
5150,2000,C179,1,0.002641100810817949,0.0,0.0,0.0,0.0,74.10400654993,0.0,115.96017219977287,21.429891978976837,,0.0,1893150.0,New Zealand
5150,2000,C179,2,0.002036556183493712,0.0,0.0,0.0,0.0,0.0,0.0,105.69217453286493,27.686981314597016,,0.0,1964100.0,New Zealand
5150,2000,C180,1,0.03274965005414257,0.0,0.0,0.0,0.0,0.0,0.0,778.2109183107519,862.557113805034,,0.0,1893150.0,New Zealand
5150,2000,C180,2,0.03971284557812739,0.0,0.0,0.0,0.0,0.0,0.0,759.7525584237055,1030.751998370755,,0.0,1964100.0,New Zealand
5150,2000,C181,1,0.0015846604864907692,0.0,0.0,0.0,0.0,74.10400654993,0.0,0.0,59.805086760161636,,0.0,1893150.0,New Zealand
5150,2000,C181,2,0.00254569522936714,0.0,0.0,0.0,0.0,0.0,0.0,214.15915686574004,27.686981314597016,,0.0,1964100.0,New Zealand
5150,2000,C182,1,0.02482634762168872,0.0,0.0,0.0,0.0,0.0,80.02007236616222,446.22982859255734,711.998520983546,,0.0,1893150.0,New Zealand
5150,2000,C182,2,0.03614887225701339,0.0,0.0,0.0,0.0,0.0,163.4947304108752,688.8345807239957,972.9850822259559,,0.0,1964100.0,New Zealand
5150,2000,C183,1,0.006866862108126668,0.0,0.0,0.0,0.0,0.0,0.0,88.26558909753585,136.52906531442306,,0.0,1893150.0,New Zealand
5150,2000,C183,2,0.008146224733974848,0.0,0.0,0.0,0.0,0.0,0.0,47.54849549411944,340.67002698436943,,0.0,1964100.0,New Zealand
5150,2000,C184,1,0.013205504054089745,0.0,0.0,0.0,0.0,0.0,0.0,332.076169347384,450.85175501148876,,0.0,1893150.0,New Zealand
5150,2000,C184,2,0.019856422789063695,0.0,0.0,0.0,0.0,0.0,0.0,308.660455170307,655.8372791609388,,0.0,1964100.0,New Zealand
5150,2000,C185,1,0.005810421783799488,0.0,0.0,0.0,0.0,0.0,0.0,181.37495708211182,145.00171671552704,,0.0,1893150.0,New Zealand
5150,2000,C185,2,0.008146224733974848,0.0,0.0,0.0,0.0,0.0,0.0,305.9111043225905,181.0040221984624,,0.0,1964100.0,New Zealand
